Date,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Volume,TSLA_Dividends,TSLA_Stock Splits,TSLA_30MA,TSLA_90MA,TSLA_Returns,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,AAPL_Dividends,AAPL_Stock Splits,AAPL_30MA,AAPL_90MA,AAPL_Returns,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume,GOOGL_Dividends,GOOGL_Stock Splits,GOOGL_30MA,GOOGL_90MA,GOOGL_Returns,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,MSFT_Dividends,MSFT_Stock Splits,MSFT_30MA,MSFT_90MA,MSFT_Returns
2011-01-03 00:00:00-05:00,1.7893329858779907,1.7999999523162842,1.726667046546936,1.7746670246124268,19245000,0.0,0.0,,,,9.821247437252083,9.960585823885765,9.797119825627897,9.939775466918945,445138400,0.0,0.0,,,,14.890055759602923,15.117471338023286,14.890055759602923,15.086516380310059,94513392,0.0,0.0,,,,21.60038464851599,21.700494208315796,21.500276557502826,21.546480178833008,53443800,0.0,0.0,,,
2011-01-04 00:00:00-05:00,1.7773330211639404,1.7966669797897339,1.7346669435501099,1.777999997138977,17811000,0.0,0.0,,,0.0018780833138420938,10.026335886091077,10.028145517677913,9.896950046373124,9.991652488708496,309080800,0.0,0.0,,,0.005219134170807438,15.118220464876332,15.13220009291674,14.980922347332687,15.030848503112793,72907020,0.0,0.0,,,-0.0036899093066918853,21.515677654465872,21.692792755283406,21.446371490009167,21.631187438964844,54405600,0.0,0.0,,,0.0039313734507342435
2011-01-05 00:00:00-05:00,1.7653330564498901,1.7933330535888672,1.746000051498413,1.7886669635772705,21700500,0.0,0.0,,,0.005999418703857007,9.93917451283113,10.083639818191287,9.937666083750349,10.073385238647461,255519600,0.0,0.0,,,0.00818010334439978,14.979673721547789,15.235797241981823,14.979174279255965,15.20434284210205,101190708,0.0,0.0,,,0.011542551237432086,21.484876904325706,21.56958477547687,21.384768803790784,21.5618839263916,58998700,0.0,0.0,,,-0.003203870003382403
2011-01-06 00:00:00-05:00,1.7886669635772705,1.8666670322418213,1.7873330116271973,1.858667016029358,30918000,0.0,0.0,,,0.03913531913849955,10.095099524589223,10.111084199739729,10.040208981248185,10.065241813659668,300428800,0.0,0.0,,,-0.0008084099629734887,15.2445333326885,15.437998251837492,15.228807083931574,15.314929962158203,82229688,0.0,0.0,,,0.007273390320424067,21.592685010357496,22.216439031598142,21.454072679240323,22.193336486816406,88026300,0.0,0.0,,,0.029285593159691814
2011-01-07 00:00:00-05:00,1.8666670322418213,1.9053330421447754,1.8600000143051147,1.8826669454574585,33718500,0.0,0.0,,,0.01291244166982164,10.073083619092586,10.144260851682636,10.010049326067119,10.137324333190918,311931200,0.0,0.0,,,0.007161528840114562,15.375091887472069,15.433505709135341,15.23080538141099,15.388321876525879,83963952,0.0,0.0,,,0.004792180868539386,22.05472389043796,22.131730903330926,21.754398155820642,22.023921966552734,73762000,0.0,0.0,,,-0.007633575977380014
2011-01-10 00:00:00-05:00,1.878000020980835,1.9119999408721924,1.8700000047683716,1.8966670036315918,20140500,0.0,0.0,,,0.0074362904219000825,10.219055052362036,10.351758119155019,10.16899019979136,10.32823371887207,448560000,0.0,0.0,,,0.018832324921882027,15.347382318102083,15.362111585838676,15.191612439625212,15.33265495300293,63104832,0.0,0.0,,,-0.0036174784989301267,21.762099933293864,21.869908874675815,21.59268567272413,21.73129653930664,57573600,0.0,0.0,,,-0.013286708320638718
2011-01-11 00:00:00-05:00,1.906000018119812,1.9140000343322754,1.7946670055389404,1.797333002090454,25653000,0.0,0.0,,,-0.05237292648152814,10.401523987093665,10.403936023670706,10.238359175571631,10.30380630493164,444108000,0.0,0.0,,,-0.002365110492783984,15.420025647982753,15.447235265439977,15.339894171244868,15.377588272094727,57514428,0.0,0.0,,,0.0029305635083762827,21.715895444092343,21.754398216252483,21.600384190038707,21.646589279174805,50298900,0.0,0.0,,,-0.0038979386240770575
2011-01-12 00:00:00-05:00,1.8006670475006104,1.8266669511795044,1.7680000066757202,1.797333002090454,14466000,0.0,0.0,,,0.0,10.35236088430245,10.387948682951027,10.314660641474209,10.387646675109863,302590400,0.0,0.0,,,0.008136834845012153,15.460965400679576,15.460965400679576,15.346634018507562,15.399056434631348,65242692,0.0,0.0,,,0.0013960682362381682,21.654294409496586,22.01622553324818,21.61579016093563,21.985422134399414,52631100,0.0,0.0,,,0.015652944251618672
2011-01-13 00:00:00-05:00,1.797333002090454,1.7979999780654907,1.74399995803833,1.7480000257492065,10854000,0.0,0.0,,,-0.027447877651981645,10.409966977478115,10.454603742920794,10.370457903250115,10.425649642944336,296780400,0.0,0.0,,,0.0036584771337604405,15.401553013448279,15.468953943657855,15.331405626138984,15.394563674926758,53306640,0.0,0.0,,,-0.00029175551915539,21.815997919959724,21.862201528421526,21.569576716448488,21.708189010620117,67077600,0.0,0.0,,,-0.01260986130193631
2011-01-14 00:00:00-05:00,1.7433329820632935,1.7719999551773071,1.707332968711853,1.7166670560836792,17880000,0.0,0.0,,,-0.017925039590372838,10.43198755440083,10.510101318359375,10.388255991332228,10.510101318359375,308840000,0.0,0.0,,,0.00810037535379804,15.41228718220424,15.583784263903695,15.404298958815101,15.581538200378418,94529376,0.0,0.0,,,0.01214549040816193,21.6234839461416,21.85450348688444,21.492572481377614,21.792898178100586,62688400,0.0,0.0,,,0.003902175692271026
